timestamp,value,label
1578873600,199.58,
1578873660,201.4,
1578873720,177.92,
1578873780,190.98,
1578873840,194.01,
1578873900,180.88,
1578873960,172.16,
1578874020,166.57,
1578874080,169.03,
1578874140,156.79,
1578874200,162.16,
1578874260,174.95,
1578874320,162.47,
1578874380,167.31,
1578874440,163.87,
1578874500,165.04,
1578874560,159.79,
1578874620,154.7,
1578874680,180.9,
1578874740,166.58,
1578874800,166.51,
1578874860,170.12,
1578874920,167.83,
1578874980,166.02,
1578875040,158.76,
1578875100,167.64,
1578875160,163.8,
1578875220,170.92,
1578875280,171.02,
1578875340,162.96,
1578875400,157.91,
1578875460,174.44,
1578875520,160.0,
1578875580,168.44,
1578875640,174.98,
1578875700,166.14,
1578875760,164.62,
1578875820,162.28,
1578875880,169.43,
1578875940,171.59,
1578876000,169.2,
1578876060,166.65,
1578876120,162.6,
1578876180,155.56,
1578876240,160.93,
1578876300,171.05,
1578876360,158.93,
1578876420,163.16,
1578876480,175.73,
1578876540,182.58,
1578876600,168.51,
1578876660,165.8,
1578876720,162.5,
1578876780,170.03,
1578876840,171.16,
1578876900,176.74,
1578876960,159.58,
1578877020,162.67,
1578877080,158.2,
1578877140,159.02,
1578877200,160.3,
1578877260,169.84,
1578877320,178.04,
1578877380,164.1,
1578877440,163.33,
1578877500,181.31,
1578877560,170.41,
1578877620,155.58,
1578877680,163.75,
1578877740,164.67,
1578877800,165.33,
1578877860,170.72,
1578877920,163.12,
1578877980,159.73,
1578878040,168.31,
1578878100,157.31,
1578878160,152.32,
1578878220,148.94,
1578878280,161.18,
1578878340,157.15,
1578878400,157.83,
1578878460,155.37,
1578878520,162.6,
1578878580,163.08,
1578878640,156.54,
1578878700,166.99,
1578878760,159.57,
1578878820,151.56,
1578878880,160.28,
1578878940,161.81,
1578879000,156.46,
1578879060,156.24,
1578879120,157.31,
1578879180,160.94,
1578879240,164.26,
1578879300,172.65,
1578879360,170.43,
1578879420,166.81,
1578879480,170.65,
1578879540,171.68,
1578879600,167.61,
1578879660,165.73,
1578879720,166.62,
1578879780,170.33,
1578879840,155.41,
1578879900,160.65,
1578879960,169.03,
1578880020,171.46,
1578880080,180.74,
1578880140,161.8,
1578880200,164.45,
1578880260,173.8,
1578880320,168.63,
1578880380,168.29,
1578880440,164.05,
1578880500,158.83,
1578880560,157.17,
1578880620,158.26,
1578880680,173.38,
1578880740,163.93,
1578880800,165.27,
1578880860,159.64,
1578880920,155.09,
1578880980,162.06,
1578881040,157.28,
1578881100,174.94,
1578881160,164.41,
1578881220,165.93,
1578881280,166.82,
1578881340,166.09,
1578881400,158.39,
1578881460,173.13,
1578881520,172.38,
1578881580,157.73,
1578881640,165.98,
1578881700,173.28,
1578881760,169.63,
1578881820,186.45,
1578881880,184.33,
1578881940,168.65,
1578882000,160.26,
1578882060,171.89,
1578882120,168.26,
1578882180,178.12,
1578882240,174.2,
1578882300,197.82,
1578882360,194.39,
1578882420,168.84,
1578882480,171.39,
1578882540,177.8,
1578882600,178.13,
1578882660,181.94,
1578882720,176.8,
1578882780,167.5,
1578882840,153.71,
1578882900,165.26,
1578882960,190.57,
1578883020,186.71,
1578883080,190.36,
1578883140,170.02,
1578883200,176.02,
1578883260,180.75,
1578883320,169.74,
1578883380,170.08,
1578883440,163.14,
1578883500,159.61,
1578883560,167.2,
1578883620,164.73,
1578883680,165.24,
1578883740,163.14,
1578883800,160.22,
1578883860,166.66,
1578883920,163.38,
1578883980,171.25,
1578884040,163.14,
1578884100,178.44,
1578884160,181.14,
1578884220,169.96,
1578884280,182.52,
1578884340,177.4,
1578884400,165.87,
1578884460,165.34,
1578884520,169.19,
1578884580,169.59,
1578884640,178.47,
1578884700,179.6,
1578884760,167.21,
1578884820,166.58,
1578884880,173.12,
1578884940,177.35,
1578885000,178.72,
1578885060,168.42,
1578885120,170.79,
1578885180,166.14,
1578885240,162.61,
1578885300,165.58,
1578885360,169.69,
1578885420,168.81,
1578885480,172.13,
1578885540,162.03,
1578885600,164.35,
1578885660,170.12,
1578885720,175.18,
1578885780,168.83,
1578885840,176.49,
1578885900,172.74,
1578885960,173.24,
1578886020,158.68,
1578886080,176.43,
1578886140,180.32,
1578886200,179.35,
1578886260,180.7,
1578886320,167.95,
1578886380,158.89,
1578886440,152.06,
1578886500,170.2,
1578886560,175.24,
1578886620,179.69,
1578886680,182.7,
1578886740,176.0,
1578886800,175.34,
1578886860,184.85,
1578886920,170.14,
1578886980,169.45,
1578887040,184.78,
1578887100,183.27,
1578887160,181.06,
1578887220,186.41,
1578887280,182.21,
1578887340,174.84,
1578887400,172.04,
1578887460,181.15,
1578887520,171.57,
1578887580,170.44,
1578887640,175.49,
1578887700,171.14,
1578887760,172.01,
1578887820,162.32,
1578887880,174.53,
1578887940,174.09,
1578888000,170.72,
1578888060,164.29,
1578888120,171.02,
1578888180,173.48,
1578888240,171.19,
1578888300,167.9,
1578888360,186.88,
1578888420,191.89,
1578888480,185.72,
1578888540,179.77,
1578888600,173.29,
1578888660,175.01,
1578888720,172.7,
1578888780,168.26,
1578888840,166.9,
1578888900,207.93,
1578888960,163.72,
1578889020,178.06,
1578889080,163.38,
1578889140,165.56,
1578889200,171.92,
1578889260,172.33,
1578889320,169.33,0
1578889380,179.55,0
1578889440,183.21,0
1578889500,198.05,0
1578889560,167.65,0
1578889620,163.34,0
1578889680,188.17,0
1578889740,176.88,0
1578889800,173.41,0
1578889860,176.78,0
1578889920,175.28,0
1578889980,179.2,0
1578890040,179.01,0
1578890100,173.96,0
1578890160,182.26,0
1578890220,194.65,0
1578890280,187.04,0
1578890340,182.2,0
1578890400,172.09,0
1578890460,176.54,0
1578890520,185.29,0
1578890580,177.91,0
1578890640,175.73,0
1578890700,171.89,0
1578890760,174.61,0
1578890820,181.25,0
1578890880,186.16,0
1578890940,176.81,0
1578891000,181.14,0
1578891060,187.78,0
1578891120,186.19,0
1578891180,169.57,0
1578891240,193.24,0
1578891300,215.12,0
1578891360,197.7,0
1578891420,168.16,0
1578891480,177.18,0
1578891540,172.15,0
1578891600,183.84,0
1578891660,180.94,0
1578891720,175.97,0
1578891780,170.6,0
1578891840,166.7,0
1578891900,177.31,0
1578891960,167.4,0
1578892020,166.28,0
1578892080,168.23,0
1578892140,170.8,0
1578892200,167.87,0
1578892260,174.4,0
1578892320,188.99,0
1578892380,202.58,1
1578892440,176.35,
1578892500,170.12,
1578892560,162.46,
1578892620,173.8,
1578892680,170.95,
1578892740,172.62,
1578892800,173.3,
1578892860,179.57,
1578892920,180.78,
1578892980,172.3,
1578893040,181.68,
1578893100,167.0,
1578893160,171.73,
1578893220,168.21,
1578893280,187.63,
1578893340,186.11,
1578893400,183.7,
1578893460,178.58,
1578893520,174.09,
1578893580,162.71,
1578893640,167.01,
1578893700,163.86,
1578893760,169.54,
1578893820,168.7,
1578893880,168.77,
1578893940,177.59,
1578894000,168.15,
1578894060,173.53,
1578894120,170.8,
1578894180,175.71,
1578894240,175.83,
1578894300,182.74,
1578894360,183.78,
1578894420,187.0,
1578894480,192.85,
1578894540,191.0,
1578894600,199.01,
1578894660,184.55,
